Id,SalePrice
2658,127007.81685760051
2718,194149.36434337695
2414,201019.1085997573
1989,123763.42248010042
625,179680.78680753402
333,89682.73922674565
1327,104353.46644012126
858,150508.86465635075
95,201142.77993566892
1568,155317.63038964765
2482,175975.94991694123
1364,121301.04894636307
2584,156686.9302857907
818,249681.70220681143
2673,166016.0949127817
2089,119707.70448917794
1297,157784.5779314053
790,110643.40602792264
2616,183829.4287903782
720,195018.75840414135
222,145697.34348475488
557,124934.99441206231
1148,204510.3967889559
2766,161784.07296563842
534,193270.8704898619
1452,112824.09888692506
630,150642.48178534154
2648,142391.8821412035
125,151201.6421520845
1904,45227.854355020594
1670,111976.29325427783
756,105842.29081013941
717,241059.43335106637
1032,160104.6215488745
852,224484.6907220757
1731,177892.00386303378
2639,115237.47496156102
2071,74127.79054982026
1267,137129.45758137526
1851,201697.27797344959
567,175093.0510658741
2439,219212.19820441876
1898,161107.73664112762
647,157286.3722638742
2256,239423.95552625382
979,103538.47264014669
1444,222828.04350309251
2485,110561.77859643022
157,118163.36975942805
88,121314.53030134815
2003,102435.03960984605
186,200891.39991581815
1425,255448.3648964864
2695,129698.65329074199
738,123207.53622380282
395,150840.07562711026
1353,157384.91967551218
1878,149513.51702856616
390,163406.03696833484
1456,233561.12659696522
1103,309660.2699641274
1387,124320.52069787425
2070,149903.9905144487
1199,172357.2011210269
2479,182881.7198436101
501,315881.2091474463
2362,86334.95035496002
1718,250018.15699181857
2188,78683.93424239566
1483,172845.38466910511
2557,92230.85138210379
437,335246.47312646965
2224,202299.29468991244
1628,195132.331005598
397,131499.70901164835
587,200336.07631662948
2182,438157.91973899194
971,147921.25328751
2611,141611.30649146516
1887,84529.7551559185
2399,352576.28515597875
2148,221782.35733422876
304,123709.38317297034
1997,139764.762655104
2817,124547.50057663258
1431,200549.08597731855
427,369157.5642771444
263,119376.25503839768
598,180806.31828522254
2895,251722.3839303314
687,154666.09616305566
1822,132378.37684802644
2191,101848.5073113215
179,115675.28751116946
1009,278174.6298684528
2010,119408.25106411793
1991,146806.14607031643
1411,154142.78212430433
1721,280877.00580828363
1144,192710.69651378616
593,210790.75051480977
575,290219.3204665763
1249,192220.25529977106
1604,113851.20323710922
1064,395452.6411259008
1923,149900.797570901
1988,96969.86494567273
2325,178516.66097631733
114,194829.85380675172
2700,185787.33893256538
217,129743.22263307936
343,183046.90946578878
386,235943.54723984684
2005,106526.57610604934
2908,125265.64078938626
1814,208014.59522902957
2446,402257.77330672205
208,165852.0151428618
1679,114066.38654658779
822,304040.8936289394
6,184496.24732710575
1781,341104.41012006474
2397,321081.4399633069
2340,330724.1760614102
1618,155469.22012182983
2843,156282.62429190357
1061,355102.462535611
2786,112247.25359014406
1935,130681.95475966949
1341,131897.32800535104
521,263980.484059143
2136,140275.00551220466
996,177430.84743404764
227,145021.7201986358
135,165707.36331013084
1167,164043.37636880603
294,233118.92987073632
1776,203252.99491620073
540,185917.74057672155
1717,250018.15699181857
2303,117202.82512849249
116,185589.689928042
127,131343.31699687903
1371,125763.97573614273
1014,166927.6459474677
1507,78220.9134446173
702,149621.79329726033
750,147620.0742367414
261,149034.96641310368
1559,57214.61985237643
577,232723.35746715608
2812,206960.09002164492
2080,147796.15766615485
1368,110915.20481147864
2376,115815.9972795696
659,116838.86375658045
1235,120533.12386166074
332,76268.93674974272
1917,137639.89483866605
2094,242531.75191478833
1460,267623.19103424496
1471,203853.81989503073
1509,111219.6268885013
1922,122108.06976360436
433,401916.5699718714
460,319683.83243486495
1116,243592.565639229
1137,165730.3166062326
53,189618.79424664582
2354,245723.97991095204
1475,204069.55833989682
1761,422502.3901483379
842,136550.73158896057
2739,158120.5419102888
2509,178991.71232888696
1007,214979.29963989323
2610,184528.37260808915
1952,96151.09019240558
2719,187146.13437743616
2921,90458.71156215307
1966,129574.50337341026
292,129390.78395018193
1204,199423.1640152984
1829,250440.34173655708
2419,192893.18237855806
391,173676.01361512914
798,115017.73645666943
481,204669.4534303384
193,206924.40393253168
555,119357.90483766973
899,54807.86266099235
2357,184495.4562036223
328,112444.7910481754
1356,107885.19379922148
1154,114820.67886209587
1730,195339.29794515984
2249,147785.97097414458
1119,257881.21199466535
2856,132539.1122952386
1394,138159.8692069298
2587,138480.0006945397
61,319780.8900120748
2661,174096.13036110328
2711,121930.1237496394
1147,190343.2525387311
757,139241.04499167984
2623,83169.29091277471
2378,155493.55725791305
1413,139789.88005089384
1722,268165.2615743878
1112,228744.78335602843
1623,179381.00163527383
1201,204712.48509134015
1513,118426.94911703454
957,237521.12813377002
1171,253667.21586744545
1145,199671.16835681477
2726,227262.4898307154
703,144048.79176921365
760,91947.46688325476
1964,135608.413009254
2512,194065.785959543
159,130032.07956746459
1281,178486.84740025998
468,193423.8120900505
290,127977.50975155066
665,115531.46760503427
1463,259948.29207184206
1792,219212.58560685656
923,146631.42850111425
500,304953.2245816025
1408,125147.57261469078
331,68094.64906388852
170,147179.78490520982
2192,91593.28414220762
2571,275715.43108738726
2314,164451.47185943654
2647,88877.49221973009
