Id,SalePrice
2658,128238.97245358588
2718,187879.93643665008
2414,200858.87692506972
1989,125337.01146370333
625,178943.07764498633
333,92928.51843576615
1327,104221.32888710321
858,148596.5162341507
95,204440.79504701242
1568,156980.72497593655
2482,175116.4796021262
1364,122825.13488067509
2584,156999.76555130258
818,250587.48144765396
2673,164572.518608952
2089,118144.79869904302
1297,153901.53191134956
790,109245.92444441508
2616,185048.32457465853
720,196362.01716565245
222,141277.1508759425
557,122012.4240611771
1148,204003.41139314978
2766,156513.4386582819
534,191279.79949807783
1452,110595.30129697513
630,149788.44326814852
2648,142652.71857233168
125,150153.79821527845
1904,45800.88900978895
1670,110426.0965437846
756,106055.79603309966
717,245301.72522633523
1032,158337.06571973022
852,222722.749637028
1731,179554.41161825781
2639,113224.8246294368
2071,73193.42951375988
1267,137233.84003156098
1851,200997.71243386468
567,175552.10997911118
2439,216960.3420968166
1898,158564.56376819318
647,157608.21841668605
2256,238260.2289450691
979,106308.75977069626
1444,222745.05599947524
2485,108373.900638161
157,118572.13172831462
88,119031.85962520403
2003,102910.32489593326
186,207114.1822642513
1425,252576.2733110173
2695,129439.13863396208
738,125375.0189870965
395,150278.61834383963
1353,158635.33496579566
1878,147575.67773640447
390,163254.0116011073
1456,231302.3693273261
1103,321107.70386494335
1387,122886.26552362368
2070,148695.33215081904
1199,172325.2196909796
2479,181617.33462425577
501,326063.9190532629
2362,85422.66176321395
1718,249178.35732790036
2188,75089.51291129188
1483,172374.16546695825
2557,92262.74887949119
437,332110.61342070875
2224,205820.2992186308
1628,195987.93019833099
397,130429.28577011847
587,200385.12539805152
2182,446066.6342047892
971,150161.88468785145
2611,142291.90973937066
1887,85186.08349132419
2399,354919.8332636169
2148,219209.3870849519
304,124241.46637095918
1997,138523.08739434497
2817,124203.06440354974
1431,192707.43582196033
427,366644.0998798786
263,117349.00821268163
598,182780.2882699806
2895,253844.84140545456
687,155989.64705713594
1822,129112.72266836074
2191,102068.84562671074
179,117211.9319169091
1009,275705.2674363985
2010,120287.51477517764
1991,143705.96015593613
1411,150971.98065173058
1721,280240.84461784037
1144,191190.36676565322
593,211908.74133008704
575,292127.25498293934
1249,193896.82090614506
1604,115804.4173813801
1064,400722.6316394135
1923,147919.7988907479
1988,97893.41409117791
2325,179242.82792315105
114,193157.31350829778
2700,183690.025397202
217,126880.08340553762
343,182892.90456625223
386,234089.83297393768
2005,106365.02169410903
2908,126465.48317450855
1814,207639.85044451605
2446,421600.7441821038
208,164685.5325286356
1679,112254.5362346174
822,301686.1789939791
6,183525.1930812879
1781,344082.0981229326
2397,323788.4839973317
2340,328634.112273738
1618,157306.25158007175
2843,157141.53766718748
1061,354270.32277449546
2786,109891.37156939974
1935,129041.91500486055
1341,130778.91284562318
521,260770.39275277368
2136,137249.22130790178
996,177155.66104227604
227,141738.8048040811
135,165581.07317386483
1167,165039.6144798887
294,238618.73377313858
1776,202541.79588222047
540,183954.2963515748
1717,249178.35732790036
2303,118824.47527631288
116,184254.43634161766
127,131105.6476186766
1371,127164.35810113745
1014,166682.2298832213
1507,76780.47365796193
702,149997.7004976674
750,147924.13970729895
261,148492.92494937396
1559,58246.01423036413
577,230706.02916660882
2812,205638.85934130487
2080,147358.84198226122
1368,111369.25847665078
2376,113070.28515536149
659,117137.4462464808
1235,120398.20579862996
332,80170.45201209189
1917,138017.86283726603
2094,240451.471619023
1460,269111.0143390913
1471,199834.81582290935
1509,110388.43281685808
1922,121378.34739361683
433,405300.18401638884
460,321551.85224048956
1116,243397.76175640957
1137,162450.98823371078
53,187980.954902635
2354,243367.68746729943
1475,203189.26864035707
1761,434749.8931327341
842,134121.5523224428
2739,156189.7288702296
2509,179750.33381860904
1007,216467.70075412237
2610,182816.2441769009
1952,95800.4033823065
2719,182327.14204785388
2921,92516.09340719819
1966,128318.45033344187
292,130366.50869739163
1204,199606.0627120966
1829,247479.0417470953
2419,192667.35148680714
391,171523.48520976809
798,114625.04069413345
481,202927.15187788452
193,206630.49412877456
555,117820.43129411741
899,55778.15935209842
2357,182101.46766346754
328,114063.63650042085
1356,109118.2309020949
1154,112164.96235748487
1730,193064.29521262343
2249,148180.1906451444
1119,256188.6619581386
2856,133510.84085299922
1394,137867.1183142797
2587,136356.85332183997
61,327956.5291622017
2661,176133.9374642593
2711,121611.98123313501
1147,190230.4233925986
757,139400.16342550918
2623,85647.55135049022
2378,152370.3050733211
1413,140540.6888287725
1722,267833.427993747
1112,224101.67638442718
1623,179491.48568801847
1201,204845.35109380717
1513,117183.70969241686
957,232338.8535088557
1171,254523.91276559778
1145,199092.36718524995
2726,222835.88005843386
703,144666.3274219113
760,90273.78356860095
1964,133442.12857942627
2512,194986.72647123382
159,131015.86830941506
1281,179620.5249648603
468,193946.15155212735
290,129150.69327868216
665,114840.00089595762
1463,256984.59234236536
1792,219370.3851569229
923,148820.72415490935
500,318925.1905499139
1408,126151.76276293004
331,71821.13245288767
170,149906.48972142965
2192,89023.22505814873
2571,280136.23256483115
2314,165274.15279428023
2647,88859.90465996829
422,390213.9713962906
2457,303024.77893318783
1838,215831.02566600588
2805,241852.00784559522
1645,157092.03961223745
1711,324253.9348652705
2825,242793.50945843902
322,320756.77102524583
2103,258737.35394401837
342,116428.19282441019
600,105623.27655248625
488,184473.1467183521
1725,342014.63224697777
2246,269539.3204023802
2847,160530.9207132131
806,230640.31731154385
530,233716.61892513145
963,202099.39192163077
2678,101411.62271770413
171,84489.10130438172
2401,394629.5477626821
805,214667.96865843044
2259,266882.26092547184
1748,196294.12837372115
1361,129004.00242515316
1677,112480.607153294
1406,144886.69126195516
2322,229412.44454175996
688,170729.32405279548
143,130569.50178648625
804,209109.33082014025
1214,159486.16697782316
2828,145594.58989629397
1999,185755.46659819325
2467,200856.70442462302
2665,159613.71586053248
1538,331287.21607377613
398,109022.10121068706
2822,124193.76242825395
2157,165743.75852419023
1856,190770.41219676763
1269,95917.66484272052
2570,117535.4032129875
2320,240692.55533222418
1517,125239.63713725223
2304,114704.2126695208
1312,100131.71046858981
2012,142987.63780479654
506,259240.06489908346
2865,211700.7460056481
2367,104312.45817328227
554,102614.40932752631
238,121158.3064669568
1954,107327.88273675999
2488,140661.45053345602
2291,93753.36849290201
1969,89191.40374306877
2725,158185.72978036437
1482,172374.16546695825
2763,216070.19723416126
503,279764.01621543465
1584,248906.24700696813
1531,181000.81035277102
2210,201071.324036327
459,344039.2800455019
556,127765.0776320112
1347,145772.71010949623
1290,75711.45635829969
1388,100693.02197105455
1571,190940.99075163458
2754,212793.20365834367
765,121340.29894389419
2494,115931.56397940958
2870,217396.7206677243
7,276399.70340565464
1114,237366.83489735753
2418,264743.7905001965
291,125532.53987441631
18,366038.961324169
39,351600.2417388365
1001,306582.4132176059
2442,240426.6450737552
616,142004.0781989942
2680,57746.91090669623
1414,114461.58439643896
289,156974.47272584436
40,282923.90774068737
860,123325.6571656747
409,127484.0724651918
673,148309.54770791653
2427,187858.71490701553
2036,186561.0982461969
2564,148413.93981685015
642,185020.08314111468
1008,182432.9057681312
1908,163175.3167195867
2519,183207.1887527727
1369,97565.33569378026
2855,178597.57356620507
712,92658.54488975064
1943,107573.16295518324
1958,140330.91326242193
107,169929.75968704082
2295,189762.6183658967
704,92354.93191557455
676,142597.64599884558
259,182602.82588553635
93,300124.84843307687
106,230353.2534554745
2315,178572.05799570703
1050,110696.68323471611
1095,202737.1102758225
2709,144100.09351920674
758,148478.04863317945
1496,147786.7642128747
2370,112165.1145202576
2458,254481.10083583597
2733,131406.08928687088
161,281330.5137058395
726,156354.9269195318
845,208945.16393832467
947,246702.11919302848
2232,103574.37865455287
2563,135412.9202112153
2299,147724.2880789608
211,107493.45337392647
605,178352.20146550587
1478,209058.5520446923
2247,271125.43118153064
2274,201485.3200006844
2869,223525.24260820655
967,232597.95788890834
2656,96037.46123714423
667,221879.29385846737
1042,107287.43415986007
2023,168322.70683848805
2447,374268.7793474175
2055,117474.4442158737
2275,276947.7186824253
2204,201292.18557753682
1563,267820.88973483886
483,259516.83270873394
796,146457.8252533635
1526,171464.99603182526
2042,149465.65581502946
442,347369.1772342833
1693,332179.11351053894
1468,216357.67813021145
1430,194355.68718228044
2605,181071.82178490623
1529,205177.6001900736
335,132116.49110090442
1287,124109.11445254205
31,102558.14885357374
1785,276950.88246075227
82,166521.17984797969
2620,138540.90642857266
252,191648.20200546732
721,76721.03025297452
2165,199183.44656465563
2316,168081.7964440376
775,127223.7467010575
1558,101139.95835677766
17,203587.74847393122
1022,233170.42638770578
925,146465.7723648097
438,309753.2768504748
1270,141464.26313927578
1272,115186.01967888077
215,149461.52192328646
266,226731.43476184667
2402,303983.40754554945
1250,128058.60305343193
1984,123345.45865977122
1279,141786.80511614244
377,244612.84937408005
1252,140879.9600305108
2156,253353.69656697812
499,334563.5696317422
1374,127443.96272012117
2898,236593.24809506233
401,109228.31372497103
2721,177759.02083615703
2078,260281.84682823287
2589,117977.46350872901
1946,238380.46542872718
1334,127237.21379388557
2781,234045.5082914681
431,370954.9083884351
576,193694.6996418725
1474,209821.27251144557
2254,137629.84360115236
2155,259033.24346432803
885,105721.2521984364
643,127401.99302780876
1944,134623.97400278496
480,208765.5214675546
2845,115449.88851087475
2387,325090.0384723402
2407,255171.0789141235
2527,172780.1229847854
2514,174549.73470086715
629,165876.42572069025
80,201079.7248289972
1876,139028.17803392996
1546,111793.85409694366
2518,189558.29842074617
2347,162547.69653175486
783,197021.42282495188
1322,55571.59864381586
194,95064.80093363774
1770,313401.84821762005
